Id;Date;Time;City;Male;Adults;ReasonForVisit;Schoolyear;Schooltype;Comment;Abendschule;Elektronik;Fachschule Elektronik;FS Inf;Informatik;Kolleg;Medientechnik;Medizintechnik
224;24.01.2020;12:50;Steinhaus;True;1;Kenne Absolventen;7;AHS;;False;False;False;False;False;False;True;False
225;24.01.2020;12:50;Eferding;True;2;Welser Messe;8;AHS;;False;False;False;False;True;False;False;False
226;24.01.2020;12:51;Asten;True;1;Welser Messe;8;NMS;;False;False;False;False;False;False;False;True
227;24.01.2020;12:51;Asten;False;1;Geschwister an der Schule;8;AHS;;False;False;False;False;True;False;True;False
228;24.01.2020;12:51;Alkoven;True;2;Welser Messe;7;AHS;;False;False;False;False;True;False;False;False
229;24.01.2020;12:54;Alkoven;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;True;False
230;24.01.2020;12:54;Aschach an der Steyr;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
231;24.01.2020;12:56;Alkoven;False;0;Geschwister an der Schule;8;NMS;;False;False;False;False;True;False;True;False
232;24.01.2020;12:57;Weyer;False;1;Kenne Absolventen;8;AHS;;False;False;False;False;False;False;True;False
233;24.01.2020;12:57;Kirchberg-Thening;False;0;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
234;24.01.2020;12:58;St. Aegidi;False;2;Kenne Absolventen;8;NMS;;False;False;False;False;False;False;True;False
235;24.01.2020;12:58;St. Florian;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;True;False
236;24.01.2020;12:59;Linz-Urfahr;True;1;Absolventen in der Familie;7;NMS;;False;False;False;False;False;False;True;False
237;24.01.2020;12:59;Leonding;True;1;Homepage, YouTube, Facebook, Instagram;8;NMS;;False;False;False;False;True;False;False;False
238;24.01.2020;13:00;Marchtrenk;True;2;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
239;24.01.2020;13:00;Linz;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;True;False
240;24.01.2020;13:01;H?rsching;True;1;Welser Messe;7;AHS;;False;True;False;False;True;False;False;True
241;24.01.2020;13:01;H?rsching;True;1;Welser Messe;7;AHS;;False;True;False;False;True;False;False;True
242;24.01.2020;13:01;Linz;True;1;Kenne Absolventen;8;NMS;;False;False;False;False;False;False;False;True
243;24.01.2020;13:01;Linz;True;3;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
244;24.01.2020;13:02;Linz;False;4;Absolventen in der Familie;8;AHS;;False;False;False;False;False;False;True;False
245;24.01.2020;13:03;Traun;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
246;24.01.2020;13:03;Traun;False;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
247;24.01.2020;13:04;Lingenau;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;True;False;False;False
248;24.01.2020;13:04;Sipbachzell;True;1;Geschwister an der Schule;7;NMS;;False;False;False;False;False;False;True;False
249;24.01.2020;13:06;Marchtrenk;True;0;Welser Messe;7;AHS;;False;False;False;False;False;False;True;False
250;24.01.2020;13:06;Leonding;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;True;False;False;True;False;False;False
251;24.01.2020;13:06;Stroheim;True;1;Geschwister an der Schule;7;NMS;;False;False;False;False;False;False;True;False
252;24.01.2020;13:06;Abfaltersbach;True;1;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;True;False;False;False
253;24.01.2020;13:06;Heiligenberg;True;0;Geschwister an der Schule;7;NMS;;False;False;False;False;False;False;True;False
254;24.01.2020;13:07;Traun;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
255;24.01.2020;13:07;Linz-Urfahr;False;1;Welser Messe;8;AHS;;False;False;False;False;False;False;False;True
256;24.01.2020;13:08;Linz-Urfahr;False;2;Welser Messe;8;AHS;;False;False;False;False;False;False;False;True
257;24.01.2020;13:08;Heiligenberg;True;0;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;True;False
258;24.01.2020;13:08;Linz-Urfahr;False;2;Welser Messe;8;AHS;;False;False;False;False;False;False;False;True
259;24.01.2020;13:08;Pasching;True;2;Welser Messe;8;AHS;;False;False;False;False;True;False;True;False
260;24.01.2020;13:08;Linz;True;1;Homepage, YouTube, Facebook, Instagram;7;AHS;;False;False;False;False;False;False;False;True
261;24.01.2020;13:09;Linz-Urfahr;False;2;Welser Messe;8;AHS;;False;False;False;False;False;False;False;True
262;24.01.2020;13:09;St. Pantaleon-Erla;True;1;Homepage, YouTube, Facebook, Instagram;7;NMS;;False;False;False;False;True;False;False;False
263;24.01.2020;13:09;Pasching;True;1;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;True;False
264;24.01.2020;13:10;Linz-Urfahr;True;2;Welser Messe;7;AHS;;False;False;False;False;True;False;False;False
265;24.01.2020;13:10;Linz;True;1;Homepage, YouTube, Facebook, Instagram;8;NMS;;False;False;False;False;True;False;False;False
266;24.01.2020;13:11;Leonding;True;1;Welser Messe;8;NMS;;False;False;False;False;False;False;False;True
267;24.01.2020;13:11;H?rsching;True;2;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;True;False;False;False
268;24.01.2020;13:12;Bad Hall;True;1;Welser Messe;8;AHS;;False;False;False;False;True;False;False;False
269;24.01.2020;13:12;Traun;True;1;Absolventen in der Familie;8;AHS;;False;False;False;False;True;False;False;False
270;24.01.2020;13:12;Rosenau am Hengstpa?;False;1;Welser Messe;7;HS;;False;False;False;False;True;False;False;False
271;24.01.2020;13:13;Linz;True;2;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
272;24.01.2020;13:13;Strengberg;False;1;Welser Messe;8;NMS;;False;False;False;False;False;False;True;False
273;24.01.2020;13:14;Ansfelden;True;2;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;False;False;True;False
274;24.01.2020;13:14;Linz;False;1;Kenne Absolventen;7;AHS;;False;False;False;False;False;False;True;False
275;24.01.2020;13:14;Bad Wimsbach-Neydharting;True;0;Geschwister an der Schule;7;NMS;;False;False;False;False;True;False;False;False
276;24.01.2020;13:15;Pasching;True;1;Geschwister an der Schule;8;NMS;;False;True;False;False;False;False;False;False
277;24.01.2020;13:15;St. Florian;True;1;Absolventen in der Familie;8;AHS;;False;False;False;False;False;False;False;False
278;24.01.2020;13:15;Oberndorf bei Schwanenstadt;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
279;24.01.2020;13:15;Oberndorf bei Schwanenstadt;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
280;24.01.2020;13:16;Herzogsdorf;True;2;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
281;24.01.2020;13:16;Alkoven;True;1;Welser Messe;7;AHS;;False;True;False;False;False;False;False;False
282;24.01.2020;13:17;Marchtrenk;True;2;Absolventen in der Familie;7;NMS;;False;False;False;False;False;False;False;False
283;24.01.2020;13:18;Linz;True;1;Welser Messe;8;AHS;;False;False;False;False;False;False;True;False
284;24.01.2020;13:18;Walding;False;1;Geschwister an der Schule;8;NMS;;False;False;False;False;False;False;True;False
285;24.01.2020;13:19;Traun;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;True
286;24.01.2020;13:19;Eferding;True;1;Homepage, YouTube, Facebook, Instagram;7;AHS;;False;False;False;False;True;False;False;False
287;24.01.2020;13:19;Ohlsdorf;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
288;24.01.2020;13:20;St. Konrad;True;1;Welser Messe;8;AHS;;False;False;False;False;False;False;True;False
289;24.01.2020;13:21;Afiesl;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
290;24.01.2020;13:21;Linz;True;1;Homepage, YouTube, Facebook, Instagram;7;AHS;;False;False;False;False;False;False;True;False
291;24.01.2020;13:21;Afiesl;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;True
292;24.01.2020;13:22;St. Florian;False;2;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
293;24.01.2020;13:22;Kirchberg-Thening;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;True;False;False;False
294;24.01.2020;13:23;Sch?nau im M?hlkreis;False;1;Anderes;8;NMS;Potentialanalyse;False;False;False;False;False;False;True;False
295;24.01.2020;13:23;H?rsching;True;0;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
296;24.01.2020;13:23;Leonding;False;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
297;24.01.2020;13:23;Marchtrenk;False;2;Homepage, YouTube, Facebook, Instagram;7;NMS;;False;False;False;False;False;False;True;False
298;24.01.2020;13:24;H?rsching;True;0;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
299;24.01.2020;13:24;Traun;True;1;Welser Messe;8;NMS;;False;False;False;False;False;False;False;True
300;24.01.2020;13:24;Leonding;True;2;Absolventen in der Familie;7;NMS;;False;False;False;False;False;False;False;False
301;24.01.2020;13:25;St. Florian;False;0;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;False;True
302;24.01.2020;13:26;Schwertberg;True;2;Welser Messe;7;AHS;;False;False;False;False;False;False;True;False
303;24.01.2020;13:26;Liezen;True;2;Absolventen in der Familie;7;AHS;;False;False;False;False;True;False;False;False
304;24.01.2020;13:26;Schwertberg;True;1;Welser Messe;7;AHS;;False;False;False;False;False;False;True;False
305;24.01.2020;13:27;Linz;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
306;24.01.2020;13:27;Alkoven;True;2;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;True;False;False;False
307;24.01.2020;13:28;Ottensheim;False;1;Freunde, Schule, Guter Ruf;10;HBLA;;False;False;False;False;False;False;False;False
308;24.01.2020;13:29;Wilhering;False;1;Freunde, Schule, Guter Ruf;10;HBLA;;False;False;False;False;False;False;False;False
309;24.01.2020;13:30;Ottnang am Hausruck;False;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;True
310;24.01.2020;13:32;Linz;True;1;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;False;False;True;False
311;24.01.2020;13:33;Linz;True;1;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;True;False;False;False
312;24.01.2020;13:33;Schlei?heim;False;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;False;False;False;True
313;24.01.2020;13:33;Leonding;False;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
314;24.01.2020;13:34;Biberbach;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;False;False;True;False
315;24.01.2020;13:35;Leonding;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
316;24.01.2020;13:35;Linz;False;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
317;24.01.2020;13:35;Linz;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
318;24.01.2020;13:35;Linz-Urfahr;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;True;False
319;24.01.2020;13:35;Linz;False;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;False
320;24.01.2020;13:37;Oftering;True;1;Welser Messe;8;AHS;;False;False;False;False;True;False;False;False
321;24.01.2020;13:37;Altenberg bei Linz;True;1;Welser Messe;8;AHS;;False;True;False;False;False;False;False;False
322;24.01.2020;13:37;Linz;True;1;Geschwister an der Schule;8;AHS;;False;False;False;False;True;False;False;False
323;24.01.2020;13:38;Engerwitzdorf;True;2;Welser Messe;8;AHS;;False;False;False;False;True;False;False;False
324;24.01.2020;13:38;St. Valentin;True;1;Homepage, YouTube, Facebook, Instagram;7;NMS;;False;False;False;False;True;False;False;False
325;24.01.2020;13:39;Linz;True;0;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;True;False
326;24.01.2020;13:39;Linz;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
327;24.01.2020;13:39;Katsdorf;True;1;Absolventen in der Familie;7;AHS;;False;True;False;False;True;False;False;True
328;24.01.2020;13:40;St. Florian;True;1;Welser Messe;8;AHS;;False;False;False;False;True;False;False;False
329;24.01.2020;13:40;Natternbach;True;1;Welser Messe;8;AHS;;False;False;False;False;True;False;True;False
330;24.01.2020;13:40;Traun;False;1;Welser Messe;8;AHS;;False;False;False;False;True;False;False;True
331;24.01.2020;13:41;Puchenau;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;False;True
332;24.01.2020;13:41;Herzogsdorf;False;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;True
333;24.01.2020;13:42;Linz-Urfahr;False;1;Kenne Absolventen;8;NMS;;False;False;False;False;True;False;False;False
334;24.01.2020;13:42;Traun;False;1;Welser Messe;8;NMS;;False;False;False;False;True;False;False;False
335;24.01.2020;13:42;Linz;False;1;Kenne Absolventen;8;NMS;;False;False;False;False;True;False;False;False
336;24.01.2020;13:43;H?rsching;True;2;Homepage, YouTube, Facebook, Instagram;7;NMS;;False;False;False;False;True;False;False;True
337;24.01.2020;13:44;H?rsching;True;2;Homepage, YouTube, Facebook, Instagram;7;NMS;;False;False;False;False;True;False;False;True
338;24.01.2020;13:46;Marchtrenk;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;False;False;True;False
339;24.01.2020;13:46;Marchtrenk;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;False;False;True;False
340;24.01.2020;13:47;Neuhofen an der Krems;True;2;Absolventen in der Familie;7;NMS;;False;False;False;False;True;False;True;False
341;24.01.2020;13:47;Pregarten;True;1;Kenne Absolventen;7;AHS;;False;False;False;False;False;False;False;True
342;24.01.2020;13:47;Traiskirchen;False;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;False;True
343;24.01.2020;13:47;St. Oswald bei Freistadt;True;1;Welser Messe;8;AHS;;False;False;False;False;False;False;True;False
344;24.01.2020;13:50;Traun;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
345;24.01.2020;13:51;Leonding;False;1;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;False;True
346;24.01.2020;13:53;Marchtrenk;False;3;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
347;24.01.2020;13:53;Linz;True;1;Homepage, YouTube, Facebook, Instagram;8;NMS;;False;True;False;False;False;False;False;False
348;24.01.2020;13:54;Leonding;True;1;Absolventen in der Familie;7;NMS;;False;False;False;False;False;False;False;False
349;24.01.2020;13:54;Leonding;True;1;Absolventen in der Familie;7;NMS;;False;False;False;False;False;False;False;True
350;24.01.2020;13:56;Lasberg;True;2;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
351;24.01.2020;13:56;Eferding;True;1;Welser Messe;8;AHS;;False;False;False;False;False;False;False;True
352;24.01.2020;13:56;Leonding;True;2;Freunde, Schule, Guter Ruf;7;NMS;;False;True;False;False;True;False;False;False
353;24.01.2020;13:57;Scharnstein;True;1;Welser Messe;8;AHS;;False;False;False;False;True;False;True;False
354;24.01.2020;13:57;Linz;True;0;Freunde, Schule, Guter Ruf;8;Lehre;;False;False;False;False;False;False;False;True
355;24.01.2020;13:58;Linz;False;1;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;False;False;False;True
356;24.01.2020;14:00;Leonding;True;0;Freunde, Schule, Guter Ruf;10;HTL;;False;True;False;False;False;False;False;False
357;24.01.2020;14:01;Marchtrenk;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;True
358;24.01.2020;14:01;Pasching;True;3;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;True;False;False;False
359;24.01.2020;14:01;Pasching;True;3;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;True;False;False;False
360;24.01.2020;14:02;St. Marien;False;2;Welser Messe;7;AHS;;False;False;False;False;False;False;True;True
361;24.01.2020;14:03;Pasching;True;2;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;False;True
362;24.01.2020;14:03;Traun;True;1;Homepage, YouTube, Facebook, Instagram;8;NMS;;False;True;False;False;False;False;False;False
363;24.01.2020;14:06;Linz;True;0;Welser Messe;8;NMS;;False;False;False;False;False;False;False;True
364;24.01.2020;14:09;Leonding;False;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;True;False
365;24.01.2020;14:10;Leonding;False;1;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;False;True
366;24.01.2020;14:10;Linz;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
367;24.01.2020;14:10;Bad Kreuzen;True;3;Kenne Absolventen;7;NMS;;False;True;False;False;False;False;False;False
368;24.01.2020;14:11;Leonding;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;True;False;False;False;False
369;24.01.2020;14:12;Leonding;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;True;False
370;24.01.2020;14:13;Neuhofen an der Krems;True;1;Homepage, YouTube, Facebook, Instagram;7;AHS;;False;True;False;False;True;False;False;False
371;24.01.2020;14:13;Leonding;True;2;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;False;False;False;False
372;24.01.2020;14:15;Niederneukirchen;True;2;Welser Messe;8;AHS;;False;False;False;False;False;False;False;False
373;24.01.2020;14:16;Leonding;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;False;False;True;True
374;24.01.2020;14:17;Linz-Urfahr;True;1;Freunde, Schule, Guter Ruf;11;Fachschule;;False;True;False;False;False;False;False;False
375;24.01.2020;14:17;Pucking;True;2;Kenne Absolventen;8;NMS;;False;False;False;False;False;False;True;False
376;24.01.2020;14:17;Eberstalzell;True;1;Geschwister an der Schule;8;NMS;;False;False;False;False;True;False;False;False
377;24.01.2020;14:20;Garsten;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
378;24.01.2020;14:22;Engerwitzdorf;True;0;Kenne Absolventen;13;Lehre;;False;False;False;False;False;False;False;False
379;24.01.2020;14:22;Hellmons?dt;True;0;Homepage, YouTube, Facebook, Instagram;10;Lehre;;False;True;False;False;True;False;False;False
380;24.01.2020;14:23;Traun;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;True;False;False;False;False;False;False
381;24.01.2020;14:23;Traun;True;0;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;False;False
382;24.01.2020;14:24;Linz;True;2;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;True;False;False;False;False
383;24.01.2020;14:25;Leonding;True;2;Welser Messe;8;AHS;;False;False;False;False;False;False;True;True
384;24.01.2020;14:25;Linz;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;True;False;False;False;False;False;False
385;24.01.2020;14:29;Leonding;True;1;Freunde, Schule, Guter Ruf;7;AHS;;False;True;False;False;True;False;False;False
386;24.01.2020;14:29;Leonding;True;1;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;False;False;True;False
387;24.01.2020;14:30;Traun;True;2;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
388;24.01.2020;14:30;Linz;True;0;Welser Messe;8;NMS;;False;False;False;False;True;False;False;True
389;24.01.2020;14:31;Linz;True;0;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;True;False;True;False
390;24.01.2020;14:31;Pucking;True;1;Geschwister an der Schule;7;AHS;;False;False;False;False;True;False;False;False
391;24.01.2020;14:33;Linz-Urfahr;True;1;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;False;False
392;24.01.2020;14:37;Ansfelden;True;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;True;False;False;False
393;24.01.2020;14:38;Eferding;True;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;True;False;False;False
394;24.01.2020;14:41;Wartberg ob der Aist;True;1;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;True;False;False;False
395;24.01.2020;14:42;Sierning;True;1;Homepage, YouTube, Facebook, Instagram;8;NMS;;False;False;False;False;True;False;False;False
396;24.01.2020;14:43;Wilhering;True;1;Freunde, Schule, Guter Ruf;7;AHS;;False;False;False;False;True;False;True;False
397;24.01.2020;14:43;Leonding;True;2;Freunde, Schule, Guter Ruf;8;AHS;;False;False;False;False;True;False;True;False
398;24.01.2020;14:43;Ansfelden;True;2;Geschwister an der Schule;7;NMS;;False;False;False;False;False;False;False;True
399;24.01.2020;14:48;Leonding;True;1;Freunde, Schule, Guter Ruf;7;NMS;;False;False;False;False;False;False;False;False
400;24.01.2020;14:51;Schiedlberg;True;1;Freunde, Schule, Guter Ruf;8;AHS;;False;True;False;False;False;False;False;False
401;24.01.2020;14:53;Linz;False;1;Homepage, YouTube, Facebook, Instagram;8;AHS;;False;False;False;False;True;False;False;False
402;24.01.2020;15:02;Traun;True;1;Kenne Absolventen;8;AHS;;False;False;False;False;True;False;True;False
403;24.01.2020;15:12;Linz-Urfahr;True;2;Welser Messe;8;NMS;;False;False;False;False;False;False;False;True
404;24.01.2020;15:19;Puchenau;True;1;Kenne Absolventen;8;AHS;;False;True;False;False;False;False;False;False
405;24.01.2020;15:21;Linz;False;1;Geschwister an der Schule;8;AHS;;False;False;False;False;True;False;False;False
406;24.01.2020;15:24;Leonding;False;1;Freunde, Schule, Guter Ruf;8;NMS;;False;False;False;False;False;False;False;True
